"Main Device","Site","External service type","Company","Trade-in code","Additional Info","Device trade-in amount","Enhanced trade-in discount"
"SM-F721B7QHEUB","de","null","null","null","null","null","null"
"SM-F721B5DHEUB","de","null","null","null","null","null","null"
"SM-F721B2GHEUB","de","null","null","null","null","null","null"
"SM-F721B7NHEUB","de","null","null","null","null","null","null"
"SM-F721B4XHEUB","de","null","null","null","null","null","null"
"SM-F721B2LHEUB","de","null","null","null","null","null","null"
"SM-F721B7WHEUB","de","null","null","null","null","null","null"
"SM-F721B7JHEUB","de","null","null","null","null","null","null"
"SM-F721B2VHEUB","de","null","null","null","null","null","null"
"SM-F721B7EHEUB","de","null","null","null","null","null","null"
"SM-F721B2EHEUB","de","null","null","null","null","null","null"
"SM-F721B2RHEUB","de","null","null","null","null","null","null"
"SM-F721B2NHEUB","de","null","null","null","null","null","null"
"SM-F721B2FHEUB","de","null","null","null","null","null","null"
"SM-F721B7OHEUB","de","null","null","null","null","null","null"
"SM-F721B1SHEUB","de","null","null","null","null","null","null"
"SM-F721B7CHEUB","de","null","null","null","null","null","null"
"SM-F721B7FHEUB","de","null","null","null","null","null","null"
"SM-F721B5EHEUB","de","null","null","null","null","null","null"
"SM-F721B7GHEUB","de","null","null","null","null","null","null"
"SM-F721B5QHEUB","de","null","null","null","null","null","null"
"SM-F721B5FHEUB","de","null","null","null","null","null","null"
"SM-F721B7VHEUB","de","null","null","null","null","null","null"
"SM-F721B5BHEUB","de","null","null","null","null","null","null"
"SM-F721B5MHEUB","de","null","null","null","null","null","null"
"SM-F721B5VHEUB","de","null","null","null","null","null","null"
"SM-F721B5JHEUB","de","null","null","null","null","null","null"
"SM-F721B2AHEUB","de","null","null","null","null","null","null"
"SM-F721B5AHEUB","de","null","null","null","null","null","null"
"SM-F721B5KHEUB","de","null","null","null","null","null","null"
"SM-F721B7DHEUB","de","null","null","null","null","null","null"
"SM-F721B5NHEUB","de","null","null","null","null","null","null"
"SM-F721B2CHEUB","de","null","null","null","null","null","null"
"SM-F721B5GHEUB","de","null","null","null","null","null","null"
"SM-F721B1XHEUB","de","null","null","null","null","null","null"
"SM-F721B5WHEUB","de","null","null","null","null","null","null"
"SM-F721B7LHEUB","de","null","null","null","null","null","null"
"SM-F721B5IHEUB","de","null","null","null","null","null","null"
"SM-F721B7UHEUB","de","null","null","null","null","null","null"
"SM-F721B5UHEUB","de","null","null","null","null","null","null"
"SM-F721B1THEUB","de","null","null","null","null","null","null"
"SM-F721B2UHEUB","de","null","null","null","null","null","null"
"SM-F721B7SHEUB","de","null","null","null","null","null","null"
"SM-F721B2QHEUB","de","null","null","null","null","null","null"
"SM-F721B7AHEUB","de","null","null","null","null","null","null"
"SM-F721B2JHEUB","de","null","null","null","null","null","null"
"SM-F721B5LHEUB","de","null","null","null","null","null","null"
"SM-F721B2MHEUB","de","null","null","null","null","null","null"
"LS32BG850","de","null","null","null","null","null","null"
"EF-OF721CTEGWW","de","null","null","null","null","null","null"
"MU-PC2T0K","de","null","null","null","null","null","null"
"EF-QF721CTEGWW","de","null","null","null","null","null","null"
"SM-X800STD","de","null","null","null","null","null","null"
"EF-VF721LLEGWW","de","null","null","null","null","null","null"
"EF-VF721LBEGWW","de","null","null","null","null","null","null"
"EF-VF721LPEGWW","de","null","null","null","null","null","null"
"EF-PS918","de","null","null","null","null","null","null"
"EF-PF721TLEGWW","de","null","null","null","null","null","null"
"EF-PF721TPEGWW","de","null","null","null","null","null","null"
"EF-PF721TNEGWW","de","null","null","null","null","null","null"
"EF-PF721TVEGWW","de","null","null","null","null","null","null"
"EF-PF721TGEGWW","de","null","null","null","null","null","null"
"HW-S67B","de","null","null","null","null","null","null"
"EF-GF721TBEGWW","de","null","null","null","null","null","null"
"EF-GF721TWEGWW","de","null","null","null","null","null","null"
"EF-XG996","de","null","null","null","null","null","null"
"SM-F926BZKGEUB","de","null","null","null","null","null","null"
"SM-F926BZSGEUB","de","null","null","null","null","null","null"
"SM-F926BZGGEUB","de","null","null","null","null","null","null"
"SM-F926BZGDEUB","de","null","null","null","null","null","null"
"SM-T736B","de","null","null","null","null","null","null"
"F-Q2-ValuePack3","de","null","null","null","null","null","null"
"F-Q2-ValuePack4","de","null","null","null","null","null","null"
"F-Q2-ValuePack5","de","null","null","null","null","null","null"
"LS49AG954","de","null","null","null","null","null","null"
"SM-F936BDRCEUB","de","null","null","null","null","null","null"
"SM-F936BDRBEUB","de","null","null","null","null","null","null"
"EF-QG996","de","null","null","null","null","null","null"
"SM-F936BZEBEUB","de","null","null","null","null","null","null"
"SM-F936BZABEUB","de","null","null","null","null","null","null"
"SM-F936BZKCEUB","de","null","null","null","null","null","null"
"SM-F936BZECEUB","de","null","null","null","null","null","null"
"SM-F936BZENEUB","de","null","null","null","null","null","null"
"SM-F936BZKNEUB","de","null","null","null","null","null","null"
"SM-F936BZACEUB","de","null","null","null","null","null","null"
"SM-F936BZANEUB","de","null","null","null","null","null","null"
"SM-F936BZKBEUB","de","null","null","null","null","null","null"
"GP-XVF93","de","null","null","null","null","null","null"
"EF-UF93PCTEGWW","de","null","null","null","null","null","null"
"RB38A7B6AB1","de","null","null","null","null","null","null"
"LC32G54TQWRXEN","de","null","null","null","null","null","null"
"WMN4277","de","null","null","null","null","null","null"
"SM-R600NZKADBT","de","null","null","null","null","null","null"
"RR39A746341","de","null","null","null","null","null","null"
"MG23K3515AS/EG","de","null","null","null","null","null","null"
"WD9GT954ASE","de","null","null","null","null","null","null"
"GP-TYR880HCABW","de","null","null","null","null","null","null"
"RS6JA8810S9","de","null","null","null","null","null","null"
"GP-TYR890HCABW","de","null","null","null","null","null","null"
"VCA-SBT","de","null","null","null","null","null","null"
"VS15T7031R1/EN","de","null","null","null","null","null","null"
"MU-PC1T0T","de","null","null","null","null","null","null"
"EP-L4020NBEGEU","de","null","null","null","null","null","null"
"RL38A6B6C22","de","null","null","null","null","null","null"
"RL38C6B6C22","de","null","null","null","null","null","null"
"EF-VG988LJEGEU","de","null","null","null","null","null","null"
"SM-R880NZ","de","null","null","null","null","null","null"
"EF-NS901PBEGEW","de","null","null","null","null","null","null"
"EF-NS901PJEGEW","de","null","null","null","null","null","null"
"RL38A6B6C41","de","null","null","null","null","null","null"
"RL38C6B6C41","de","null","null","null","null","null","null"
"EF-NS906PBEGEW","de","null","null","null","null","null","null"
"EF-NS906PJEGEW","de","null","null","null","null","null","null"
"DV8GA6225","de","null","null","null","null","null","null"
"EF-NS908PBEGEW","de","null","null","null","null","null","null"
"EF-NS908PJEGEW","de","null","null","null","null","null","null"
"RL34A6B0DAP","de","null","null","null","null","null","null"
"LC49G94TSSRXZG","de","null","null","null","null","null","null"
"GP-TOU02","de","null","null","null","null","null","null"
"LC49RG94SSRXZG","de","null","null","null","null","null","null"
"EF-JS908","de","null","null","null","null","null","null"
"LC34G55TWWRXEN","de","null","null","null","null","null","null"
"VR30T85513W","de","null","null","null","null","null","null"
"MB-MD128KB/WW","de","null","null","null","null","null","null"
"BRB2G615FWW","de","null","null","null","null","null","null"
"BRB2G715FWW","de","null","null","null","null","null","null"
"EF-RA536CNEGWW","de","null","null","null","null","null","null"
"EF-RA536CWEGWW","de","null","null","null","null","null","null"
"ET-SFR86","de","null","null","null","null","null","null"
"ET-SFR86S","de","null","null","null","null","null","null"
"EF-RX800CBEGWW","de","null","null","null","null","null","null"
"MZ-V8P1T0","de","null","null","null","null","null","null"
"LC49RG94SSUXZG","de","null","null","null","null","null","null"
"EF-UX800","de","null","null","null","null","null","null"
"RL38T602DSA/EG","de","null","null","null","null","null","null"
"SM-S916B-MTO","de","null","null","null","null","null","null"
"RL38T672ESA/EG","de","null","null","null","null","null","null"
"MZ-77E2T0","de","null","null","null","null","null","null"
"RL34T600CWW/EG","de","null","null","null","null","null","null"
"S28AG700NU","de","null","null","null","null","null","null"
"RZ32M7005WW/EG","de","null","null","null","null","null","null"
"ET-SXR86S","de","null","null","null","null","null","null"
"EJ-PP610BJEGEU","de","null","null","null","null","null","null"
"MG23K3614","de","null","null","null","null","null","null"
"EJ-PS908BQEGEU","de","null","null","null","null","null","null"
"EJ-PS908BWEGEU","de","null","null","null","null","null","null"
"EJ-PS908BBEGEU","de","null","null","null","null","null","null"
"EJ-PS908BGEGEU","de","null","null","null","null","null","null"
"EF-ZG998","de","null","null","null","null","null","null"
"EJ-PT870BJEGEU","de","null","null","null","null","null","null"
"C34H890WGR","de","null","null","null","null","null","null"
"EJ-P5450SBEGEU","de","null","null","null","null","null","null"
"ADIDAS-S22Po","de","null","null","null","null","null","null"
"EF-EA336PWEGEW","de","null","null","null","null","null","null"
"EF-EA336PBEGEW","de","null","null","null","null","null","null"
"EF-PS911","de","null","null","null","null","null","null"
"EF-EA536PBEGEW","de","null","null","null","null","null","null"
"EF-EA536PWEGEW","de","null","null","null","null","null","null"
"VS15T7036R5","de","null","null","null","null","null","null"
"RS6GA8532SL/EG","de","null","null","null","null","null","null"
"WD70TA049BE","de","null","null","null","null","null","null"
"RS6GA8842B1/EG","de","null","null","null","null","null","null"
"HAF-CIN","de","null","null","null","null","null","null"
"RS6EA8822S9/EG","de","null","null","null","null","null","null"
"RH69B894","de","null","null","null","null","null","null"
"VG-SCFT32ST/XC","de","null","null","null","null","null","null"
"VG-SCFT32NP/XC","de","null","null","null","null","null","null"
"VG-SCFT32BW/XC","de","null","null","null","null","null","null"
"VG-SCFT32BL/XC","de","null","null","null","null","null","null"
"VG-SCFT32VL/XC","de","null","null","null","null","null","null"
"VG-SCFT32WT/XC","de","null","null","null","null","null","null"
"VG-SCFT32BE/XC","de","null","null","null","null","null","null"
"FG87SUG","de","null","null","null","null","null","null"
"SKK-DDX","de","null","null","null","null","null","null"
"SKK-DD","de","null","null","null","null","null","null"
"C34G55TWWR","de","null","null","null","null","null","null"
"SKK-UDW","de","null","null","null","null","null","null"
"SKK-UDX","de","null","null","null","null","null","null"
"NZ64M3NM1BB","de","null","null","null","null","null","null"
"NZ64T9777TK","de","null","null","null","null","null","null"
"NZ64T9787TK","de","null","null","null","null","null","null"
"LS32BM80BUUXEN","de","null","null","null","null","null","null"
"LS32BM801UUXEN","de","null","null","null","null","null","null"
"LS32BM80PUUXEN","de","null","null","null","null","null","null"
"LS32BM80GUUXEN","de","null","null","null","null","null","null"
"DV9EBBA245AE","de","null","null","null","null","null","null"
"MZ-77Q2T0BW","de","null","null","null","null","null","null"
"RF65A96768A","de","null","null","null","null","null","null"
"F-TS8P-ValuePack3","de","null","null","null","null","null","null"
"NV75A667NRK","de","null","null","null","null","null","null"
"F-TS8N-ValuePack4","de","null","null","null","null","null","null"
"RL38T600DB1","de","null","null","null","null","null","null"
"RL38T603DB1","de","null","null","null","null","null","null"
"RL38T776CB1","de","null","null","null","null","null","null"
"EE-GN930BWEGWW","de","null","null","null","null","null","null"
"EE-GN930BBEGWW","de","null","null","null","null","null","null"
"EE-GN930KWEGWW","de","null","null","null","null","null","null"
"NV7B6675CDN","de","null","null","null","null","null","null"
"EO-IC100BWEGEU","de","null","null","null","null","null","null"
"EO-IC100BBEGEU","de","null","null","null","null","null","null"
"NK36N5703BS","de","null","null","null","null","null","null"
"WMN4070TT/XC","de","null","null","null","null","null","null"
"SM-A136B","de","null","null","null","null","null","null"
"WMN4277TT/XC","de","null","null","null","null","null","null"
"EP-P2400","de","null","null","null","null","null","null"
"WW90T4042CE/EG","de","null","null","null","null","null","null"
"SM-R510N","de","null","null","null","null","null","null"
"WW80T4543TE/EG","de","null","null","null","null","null","null"
"MG22M8074AT","de","null","null","null","null","null","null"
"WW11BGA049AEEG","de","null","null","null","null","null","null"
"WW11BGA049TEEG","de","null","null","null","null","null","null"
"WW11BGA049AXEG","de","null","null","null","null","null","null"
"EF-BX200","de","null","null","null","null","null","null"
"WW91T956ASE/S2","de","null","null","null","null","null","null"
"C32R500FHR","de","null","null","null","null","null","null"
